image_id,file_name,gt_id,gt_category_id,area,area_bucket,bbox_xywh,best_same_score,best_same_iou,best_any_category_id,best_any_score,best_any_iou
363,Japan_005803.jpg,737,2,9702.0,large,"[474.0, 448.0, 126.0, 77.0]",0.36497581005096436,0.9080495306144134,2,0.36497581005096436,0.9080495306144134
48,Japan_000788.jpg,93,2,27008.0,large,"[149.0, 383.0, 128.0, 211.0]",0.3645355701446533,0.8972806875287855,2,0.3645355701446533,0.8972806875287855
744,Japan_012271.jpg,1556,0,3596.0,medium,"[269.0, 437.0, 29.0, 124.0]",0.36451566219329834,0.8291793724613894,0,0.36451566219329834,0.8291793724613894
112,Japan_002035.jpg,229,1,2415.0,medium,"[130.0, 370.0, 105.0, 23.0]",0.36441487073898315,0.6254338843414107,1,0.36441487073898315,0.6254338843414107
15,Japan_000257.jpg,24,2,91364.0,large,"[64.0, 339.0, 364.0, 251.0]",0.3636225759983063,0.8570920992433579,2,0.3636225759983063,0.8570920992433579
411,Japan_006536.jpg,844,0,5805.0,medium,"[472.0, 363.0, 45.0, 129.0]",0.36232197284698486,0.8656286013728912,0,0.36232197284698486,0.8656286013728912
237,Japan_003893.jpg,465,2,23049.0,large,"[69.0, 483.0, 197.0, 117.0]",0.36151620745658875,0.7027642203035739,2,0.36151620745658875,0.7027642203035739
209,Japan_003596.jpg,414,3,4320.0,medium,"[428.0, 405.0, 80.0, 54.0]",0.36106282472610474,0.7303194603787216,3,0.36106282472610474,0.7303194603787216
304,Japan_004864.jpg,610,3,1558.0,medium,"[536.0, 517.0, 41.0, 38.0]",0.35971254110336304,0.6347718108540913,3,0.35971254110336304,0.6347718108540913
136,Japan_002440.jpg,284,0,5757.0,medium,"[230.0, 305.0, 57.0, 101.0]",0.35950884222984314,0.675595680934661,0,0.35950884222984314,0.675595680934661
402,Japan_006400.jpg,823,0,594.0,small,"[116.0, 391.0, 18.0, 33.0]",0.3594522178173065,0.6271985362189533,0,0.3594522178173065,0.6271985362189533
110,Japan_002006.jpg,224,2,44286.0,large,"[410.0, 193.0, 183.0, 242.0]",0.3593580424785614,0.801236698280194,0,0.08834215253591537,0.8218019641080556
170,Japan_002929.jpg,359,1,1500.0,medium,"[1.0, 585.0, 100.0, 15.0]",0.3582412898540497,0.8308480313766595,1,0.3582412898540497,0.8308480313766595
724,Japan_011919.jpg,1509,1,2480.0,medium,"[152.0, 309.0, 124.0, 20.0]",0.35764840245246887,0.7584897312942441,1,0.35764840245246887,0.7584897312942441
47,Japan_000773.jpg,91,2,95410.0,large,"[229.0, 297.0, 329.0, 290.0]",0.35702258348464966,0.7189955150163228,2,0.35702258348464966,0.7189955150163228
205,Japan_003574.jpg,405,1,5610.0,medium,"[347.0, 412.0, 165.0, 34.0]",0.35656434297561646,0.8673097308353254,1,0.35656434297561646,0.8673097308353254
62,Japan_001157.jpg,120,1,6660.0,medium,"[289.0, 490.0, 185.0, 36.0]",0.35472679138183594,0.5864059576591304,1,0.35472679138183594,0.5864059576591304
584,Japan_009862.jpg,1239,3,2709.0,medium,"[537.0, 481.0, 63.0, 43.0]",0.3546939194202423,0.7004435077985166,3,0.3546939194202423,0.7004435077985166
302,Japan_004836.jpg,606,2,12328.0,large,"[1.0, 415.0, 134.0, 92.0]",0.3515816032886505,0.7656306455340612,2,0.3515816032886505,0.7656306455340612
452,Japan_007271.jpg,944,0,13390.0,large,"[318.0, 73.0, 103.0, 130.0]",0.3514893352985382,0.8210611427009463,0,0.3514893352985382,0.8210611427009463
78,Japan_001506.jpg,157,1,3857.0,medium,"[201.0, 316.0, 133.0, 29.0]",0.3507598042488098,0.0,2,0.08967742323875427,0.33939988664683096
505,Japan_008139.jpg,1061,1,2575.0,medium,"[239.0, 537.0, 103.0, 25.0]",0.3497580289840698,0.5421036187125189,1,0.3497580289840698,0.5421036187125189
149,Japan_002685.jpg,309,0,3726.0,medium,"[220.0, 365.0, 27.0, 138.0]",0.3493230640888214,0.5902742579141406,0,0.3493230640888214,0.5902742579141406
222,Japan_003778.jpg,436,1,2024.0,medium,"[298.0, 506.0, 92.0, 22.0]",0.3485080897808075,0.7566218456210225,1,0.3485080897808075,0.7566218456210225
551,Japan_009203.jpg,1169,2,24327.0,large,"[1.0, 441.0, 159.0, 153.0]",0.3483639061450958,0.8160665593178359,2,0.3483639061450958,0.8160665593178359
782,Japan_013038.jpg,1628,1,6000.0,medium,"[450.0, 500.0, 150.0, 40.0]",0.3481110632419586,0.7789803392607945,1,0.3481110632419586,0.7789803392607945
488,Japan_007809.jpg,1021,1,7037.0,medium,"[265.0, 565.0, 227.0, 31.0]",0.34639421105384827,0.6802128868262594,1,0.34639421105384827,0.6802128868262594
783,Japan_013046.jpg,1629,2,5520.0,medium,"[98.0, 421.0, 92.0, 60.0]",0.34482380747795105,0.6523926430070938,2,0.34482380747795105,0.6523926430070938
253,Japan_004140.jpg,501,0,640.0,small,"[439.0, 560.0, 16.0, 40.0]",0.34466537833213806,0.39763757478469797,0,0.34466537833213806,0.39763757478469797
333,Japan_005427.jpg,671,0,34040.0,large,"[406.0, 380.0, 184.0, 185.0]",0.34214353561401367,0.803862209544634,0,0.34214353561401367,0.803862209544634
328,Japan_005355.jpg,652,1,3770.0,medium,"[354.0, 397.0, 145.0, 26.0]",0.3416726291179657,0.6673505785191436,1,0.3416726291179657,0.6673505785191436
149,Japan_002685.jpg,311,1,7486.0,medium,"[211.0, 525.0, 197.0, 38.0]",0.34122025966644287,0.7038083063828975,1,0.34122025966644287,0.7038083063828975
46,Japan_000743.jpg,89,2,18189.0,large,"[3.0, 471.0, 141.0, 129.0]",0.3399355709552765,0.9406703096563006,2,0.3399355709552765,0.9406703096563006
276,Japan_004418.jpg,556,1,1863.0,medium,"[282.0, 404.0, 81.0, 23.0]",0.3393031060695648,0.6944085626517978,1,0.3393031060695648,0.6944085626517978
18,Japan_000296.jpg,28,0,38940.0,large,"[314.0, 234.0, 177.0, 220.0]",0.3387320339679718,0.6080144235233478,2,0.0920063853263855,0.6119721159605096
240,Japan_003926.jpg,478,2,33450.0,large,"[377.0, 155.0, 223.0, 150.0]",0.3372499942779541,0.6438730558721385,2,0.3372499942779541,0.6438730558721385
86,Japan_001625.jpg,170,0,1496.0,medium,"[237.0, 520.0, 34.0, 44.0]",0.3357517421245575,0.6198176041443597,0,0.3357517421245575,0.6198176041443597
269,Japan_004304.jpg,528,2,12960.0,large,"[132.0, 368.0, 144.0, 90.0]",0.33511894941329956,0.5581209736371249,2,0.33511894941329956,0.5581209736371249
417,Japan_006738.jpg,852,0,10961.0,large,"[284.0, 480.0, 113.0, 97.0]",0.33488988876342773,0.7533310148587361,0,0.33488988876342773,0.7533310148587361
570,Japan_009506.jpg,1206,3,1078.0,medium,"[510.0, 351.0, 49.0, 22.0]",0.3342621326446533,0.6382402077963216,3,0.3342621326446533,0.6382402077963216
262,Japan_004217.jpg,516,3,630.0,small,"[236.0, 398.0, 35.0, 18.0]",0.33419832587242126,0.6857039772353981,3,0.33419832587242126,0.6857039772353981
86,Japan_001625.jpg,171,0,4628.0,medium,"[341.0, 510.0, 52.0, 89.0]",0.3338768184185028,0.7168019832775693,0,0.3338768184185028,0.7168019832775693
549,Japan_009139.jpg,1164,2,18616.0,large,"[421.0, 457.0, 179.0, 104.0]",0.33217597007751465,0.9257671964610482,2,0.33217597007751465,0.9257671964610482
74,Japan_001396.jpg,147,1,564.0,small,"[58.0, 485.0, 47.0, 12.0]",0.3319860100746155,0.2996944416158706,1,0.3319860100746155,0.2996944416158706
495,Japan_007951.jpg,1044,0,3300.0,medium,"[266.0, 464.0, 44.0, 75.0]",0.3307168483734131,0.8122213215883257,0,0.3307168483734131,0.8122213215883257
298,Japan_004774.jpg,597,2,17760.0,large,"[293.0, 427.0, 111.0, 160.0]",0.3292749524116516,0.6951571701401787,2,0.3292749524116516,0.6951571701401787
739,Japan_012165.jpg,1542,2,12183.0,large,"[221.0, 248.0, 131.0, 93.0]",0.3278616964817047,0.4192126658390515,2,0.3278616964817047,0.4192126658390515
602,Japan_010298.jpg,1269,2,19293.0,large,"[87.0, 419.0, 109.0, 177.0]",0.32778415083885193,0.7281798837603815,2,0.32778415083885193,0.7281798837603815
107,Japan_001971.jpg,219,0,20088.0,large,"[88.0, 266.0, 93.0, 216.0]",0.3267548978328705,0.7789010645963739,0,0.3267548978328705,0.7789010645963739
74,Japan_001396.jpg,146,1,1323.0,medium,"[20.0, 517.0, 63.0, 21.0]",0.3248337507247925,0.6866965610693563,1,0.3248337507247925,0.6866965610693563
666,Japan_011164.jpg,1404,3,1792.0,medium,"[197.0, 568.0, 56.0, 32.0]",0.32481351494789124,0.8370331927844,3,0.32481351494789124,0.8370331927844
285,Japan_004585.jpg,573,1,2871.0,medium,"[99.0, 314.0, 99.0, 29.0]",0.32400110363960266,0.7602191306765591,1,0.32400110363960266,0.7602191306765591
226,Japan_003814.jpg,448,0,1764.0,medium,"[415.0, 423.0, 63.0, 28.0]",0.32263362407684326,0.7384990449304847,1,0.38992545008659363,0.7384990449304847
237,Japan_003893.jpg,468,1,2628.0,medium,"[430.0, 562.0, 73.0, 36.0]",0.32228007912635803,0.7016521008243171,1,0.32228007912635803,0.7016521008243171
676,Japan_011328.jpg,1423,3,16289.0,large,"[372.0, 480.0, 179.0, 91.0]",0.32071998715400696,0.8258722665805673,3,0.32071998715400696,0.8258722665805673
134,Japan_002419.jpg,278,2,180898.0,large,"[1.0, 298.0, 599.0, 302.0]",0.3200030028820038,0.9884542523410931,2,0.3200030028820038,0.9884542523410931
477,Japan_007618.jpg,999,1,1274.0,medium,"[381.0, 116.0, 91.0, 14.0]",0.31953537464141846,0.590473744047475,1,0.31953537464141846,0.590473744047475
114,Japan_002100.jpg,234,0,2002.0,medium,"[273.0, 523.0, 26.0, 77.0]",0.3193097710609436,0.694101966711189,0,0.3193097710609436,0.694101966711189
714,Japan_011851.jpg,1491,0,2424.0,medium,"[337.0, 499.0, 24.0, 101.0]",0.3190574645996094,0.753106825166369,0,0.3190574645996094,0.753106825166369
711,Japan_011790.jpg,1485,2,20002.0,large,"[151.0, 447.0, 146.0, 137.0]",0.3189396560192108,0.6311301885445516,2,0.3189396560192108,0.6311301885445516
681,Japan_011435.jpg,1432,3,1443.0,medium,"[149.0, 517.0, 39.0, 37.0]",0.3175855576992035,0.7652508393924995,3,0.3175855576992035,0.7652508393924995
457,Japan_007337.jpg,961,1,4350.0,medium,"[455.0, 555.0, 145.0, 30.0]",0.3168852925300598,0.6578372773293985,1,0.3168852925300598,0.6578372773293985
7,Japan_000075.jpg,14,1,1776.0,medium,"[363.0, 394.0, 111.0, 16.0]",0.31534677743911743,0.6001733776315885,1,0.31534677743911743,0.6001733776315885
660,Japan_011096.jpg,1392,2,20252.0,large,"[408.0, 474.0, 166.0, 122.0]",0.31489047408103943,0.8806907471227509,2,0.31489047408103943,0.8806907471227509
609,Japan_010368.jpg,1285,1,561.0,small,"[336.0, 434.0, 51.0, 11.0]",0.31473711133003235,0.694860095074455,1,0.31473711133003235,0.694860095074455
392,Japan_006230.jpg,803,0,1836.0,medium,"[276.0, 536.0, 36.0, 51.0]",0.3142021596431732,0.8380072100323147,0,0.3142021596431732,0.8380072100323147
786,Japan_013065.jpg,1637,1,1232.0,medium,"[418.0, 401.0, 88.0, 14.0]",0.3140472173690796,0.6444773341145217,1,0.3140472173690796,0.6444773341145217
79,Japan_001514.jpg,160,0,17840.0,large,"[322.0, 377.0, 80.0, 223.0]",0.3139583468437195,0.7492511819938465,0,0.3139583468437195,0.7492511819938465
413,Japan_006592.jpg,847,0,1950.0,medium,"[207.0, 463.0, 26.0, 75.0]",0.31238844990730286,0.7616651245354966,0,0.31238844990730286,0.7616651245354966
441,Japan_007127.jpg,912,1,3302.0,medium,"[409.0, 289.0, 127.0, 26.0]",0.31077712774276733,0.7068590301513139,1,0.31077712774276733,0.7068590301513139
73,Japan_001385.jpg,143,0,5243.0,medium,"[1.0, 551.0, 107.0, 49.0]",0.3102421164512634,0.8329748345172983,1,0.5906554460525513,0.8329748345172983
248,Japan_004081.jpg,494,1,2268.0,medium,"[386.0, 413.0, 126.0, 18.0]",0.309719055891037,0.6519056067266319,1,0.309719055891037,0.6519056067266319
117,Japan_002153.jpg,239,3,3090.0,medium,"[447.0, 570.0, 103.0, 30.0]",0.30645814538002014,0.6247508339935006,3,0.30645814538002014,0.6247508339935006
235,Japan_003864.jpg,458,1,7196.0,medium,"[203.0, 451.0, 257.0, 28.0]",0.3059091866016388,0.6227748941236481,1,0.3059091866016388,0.6227748941236481
707,Japan_011728.jpg,1479,1,3427.0,medium,"[159.0, 307.0, 149.0, 23.0]",0.30473625659942627,0.6988608140803819,1,0.30473625659942627,0.6988608140803819
609,Japan_010368.jpg,1287,1,1155.0,medium,"[295.0, 385.0, 77.0, 15.0]",0.3043215870857239,0.881356989731756,1,0.3043215870857239,0.881356989731756
581,Japan_009785.jpg,1235,1,3717.0,medium,"[160.0, 321.0, 177.0, 21.0]",0.30070623755455017,0.5385033373911068,1,0.30070623755455017,0.5385033373911068
436,Japan_007066.jpg,896,1,9324.0,large,"[10.0, 551.0, 259.0, 36.0]",0.3003353476524353,0.8569991993756262,1,0.3003353476524353,0.8569991993756262
144,Japan_002623.jpg,298,3,43955.0,large,"[457.0, 410.0, 149.0, 295.0]",0.2999008297920227,0.7148824720424043,3,0.2999008297920227,0.7148824720424043
35,Japan_000630.jpg,61,0,2675.0,medium,"[229.0, 492.0, 25.0, 107.0]",0.29929471015930176,0.7756928015585915,0,0.29929471015930176,0.7756928015585915
629,Japan_010717.jpg,1335,0,3150.0,medium,"[212.0, 298.0, 50.0, 63.0]",0.2964200973510742,0.7369920845654917,0,0.2964200973510742,0.7369920845654917
29,Japan_000460.jpg,51,1,768.0,small,"[3.0, 372.0, 64.0, 12.0]",0.29535791277885437,0.6858640674678558,1,0.29535791277885437,0.6858640674678558
323,Japan_005290.jpg,644,1,3915.0,medium,"[248.0, 450.0, 135.0, 29.0]",0.29498350620269775,0.7041876617097166,1,0.29498350620269775,0.7041876617097166
275,Japan_004396.jpg,549,1,5882.0,medium,"[338.0, 452.0, 173.0, 34.0]",0.29447683691978455,0.5557893780364787,1,0.29447683691978455,0.5557893780364787
678,Japan_011391.jpg,1429,0,5394.0,medium,"[314.0, 401.0, 62.0, 87.0]",0.29390349984169006,0.8589488659100551,0,0.29390349984169006,0.8589488659100551
774,Japan_012807.jpg,1609,2,21840.0,large,"[64.0, 509.0, 240.0, 91.0]",0.29357388615608215,0.7310801721652969,2,0.29357388615608215,0.7310801721652969
638,Japan_010837.jpg,1357,1,1680.0,medium,"[15.0, 345.0, 80.0, 21.0]",0.291562557220459,0.625657687688427,1,0.291562557220459,0.625657687688427
111,Japan_002032.jpg,227,2,10788.0,large,"[407.0, 182.0, 93.0, 116.0]",0.29101234674453735,0.7165902379837887,2,0.29101234674453735,0.7165902379837887
397,Japan_006325.jpg,813,1,2420.0,medium,"[140.0, 336.0, 110.0, 22.0]",0.2908763587474823,0.6540627449751747,1,0.2908763587474823,0.6540627449751747
568,Japan_009492.jpg,1204,2,9072.0,medium,"[468.0, 27.0, 72.0, 126.0]",0.29078271985054016,0.7781777222725285,2,0.29078271985054016,0.7781777222725285
125,Japan_002284.jpg,253,1,1081.0,medium,"[327.0, 365.0, 47.0, 23.0]",0.29043319821357727,0.42388883584040893,1,0.29043319821357727,0.42388883584040893
312,Japan_005069.jpg,622,1,1296.0,medium,"[485.0, 487.0, 72.0, 18.0]",0.2903844714164734,0.6634627355513026,1,0.2903844714164734,0.6634627355513026
338,Japan_005463.jpg,680,0,475.0,small,"[383.0, 405.0, 25.0, 19.0]",0.2891848087310791,0.514737028279811,0,0.2891848087310791,0.514737028279811
404,Japan_006423.jpg,828,0,792.0,small,"[282.0, 450.0, 18.0, 44.0]",0.28790345788002014,0.6836005372429734,0,0.28790345788002014,0.6836005372429734
208,Japan_003582.jpg,412,0,714.0,small,"[227.0, 393.0, 17.0, 42.0]",0.28751140832901,0.7472225088529469,0,0.28751140832901,0.7472225088529469
536,Japan_008900.jpg,1143,3,2349.0,medium,"[137.0, 428.0, 87.0, 27.0]",0.2868918776512146,0.7113659437376777,3,0.2868918776512146,0.7113659437376777
527,Japan_008559.jpg,1109,2,10653.0,large,"[1.0, 329.0, 201.0, 53.0]",0.28513598442077637,0.6178827283957623,2,0.28513598442077637,0.6178827283957623
392,Japan_006230.jpg,802,0,480.0,small,"[59.0, 570.0, 16.0, 30.0]",0.28384265303611755,0.5196750589221537,0,0.28384265303611755,0.5196750589221537
398,Japan_006326.jpg,816,1,1780.0,medium,"[141.0, 522.0, 89.0, 20.0]",0.2832498252391815,0.7217376377427481,1,0.2832498252391815,0.7217376377427481
157,Japan_002780.jpg,335,1,2398.0,medium,"[264.0, 386.0, 109.0, 22.0]",0.2831733822822571,0.763077107294994,1,0.2831733822822571,0.763077107294994
396,Japan_006300.jpg,810,3,330.0,small,"[233.0, 322.0, 22.0, 15.0]",0.28211405873298645,0.7252679821803939,3,0.28211405873298645,0.7252679821803939
59,Japan_001086.jpg,112,0,29516.0,large,"[328.0, 441.0, 188.0, 157.0]",0.2820400893688202,0.9133813058808136,0,0.2820400893688202,0.9133813058808136
190,Japan_003286.jpg,387,1,30636.0,large,"[56.0, 355.0, 444.0, 69.0]",0.2810918092727661,0.6222413921664618,1,0.2810918092727661,0.6222413921664618
1,Japan_000000.jpg,2,3,18711.0,large,"[409.0, 373.0, 189.0, 99.0]",0.2807893455028534,0.715967761385644,3,0.2807893455028534,0.715967761385644
472,Japan_007518.jpg,984,1,6776.0,medium,"[433.0, 336.0, 154.0, 44.0]",0.27984902262687683,0.764208276733378,1,0.27984902262687683,0.764208276733378
193,Japan_003324.jpg,391,0,20433.0,large,"[443.0, 343.0, 147.0, 139.0]",0.2796954810619354,0.7583287531542816,0,0.2796954810619354,0.7583287531542816
391,Japan_006218.jpg,795,1,2260.0,medium,"[279.0, 492.0, 113.0, 20.0]",0.2790977358818054,0.6382865495816963,1,0.2790977358818054,0.6382865495816963
451,Japan_007267.jpg,941,2,45310.0,large,"[370.0, 403.0, 230.0, 197.0]",0.2782449722290039,0.9146552397233237,2,0.2782449722290039,0.9146552397233237
270,Japan_004335.jpg,533,2,22000.0,large,"[316.0, 520.0, 275.0, 80.0]",0.2767599821090698,0.8029305546852032,2,0.2767599821090698,0.8029305546852032
628,Japan_010686.jpg,1326,1,4023.0,medium,"[391.0, 448.0, 149.0, 27.0]",0.276569128036499,0.6484494616966271,1,0.276569128036499,0.6484494616966271
512,Japan_008351.jpg,1075,2,21315.0,large,"[369.0, 495.0, 203.0, 105.0]",0.27542322874069214,0.8636074956760875,2,0.27542322874069214,0.8636074956760875
447,Japan_007226.jpg,931,1,3724.0,medium,"[86.0, 181.0, 133.0, 28.0]",0.27536481618881226,0.6566574865937514,1,0.27536481618881226,0.6566574865937514
472,Japan_007518.jpg,988,1,10336.0,large,"[296.0, 488.0, 304.0, 34.0]",0.2747249901294708,0.7035518360536469,1,0.2747249901294708,0.7035518360536469
585,Japan_009897.jpg,1242,2,39864.0,large,"[336.0, 175.0, 264.0, 151.0]",0.27380144596099854,0.9309938787873342,2,0.27380144596099854,0.9309938787873342
651,Japan_011010.jpg,1378,0,1488.0,medium,"[362.0, 411.0, 31.0, 48.0]",0.27251380681991577,0.7268686232204619,0,0.27251380681991577,0.7268686232204619
289,Japan_004661.jpg,584,2,19920.0,large,"[103.0, 398.0, 249.0, 80.0]",0.2710919976234436,0.6114802011820714,2,0.2710919976234436,0.6114802011820714
333,Japan_005427.jpg,668,1,663.0,small,"[167.0, 352.0, 51.0, 13.0]",0.2710781395435333,0.7561531418503414,1,0.2710781395435333,0.7561531418503414
444,Japan_007198.jpg,922,1,705.0,small,"[463.0, 482.0, 47.0, 15.0]",0.27038195729255676,0.483619958543493,1,0.27038195729255676,0.483619958543493
167,Japan_002912.jpg,356,1,10438.0,large,"[287.0, 341.0, 307.0, 34.0]",0.26990699768066406,0.7590694537159158,1,0.26990699768066406,0.7590694537159158
726,Japan_011973.jpg,1517,2,1269.0,medium,"[163.0, 382.0, 27.0, 47.0]",0.26938173174858093,0.7845713247751692,2,0.26938173174858093,0.7845713247751692
447,Japan_007226.jpg,933,1,6077.0,medium,"[161.0, 412.0, 103.0, 59.0]",0.269236296415329,0.7279586695149708,1,0.269236296415329,0.7279586695149708
433,Japan_007050.jpg,887,0,1530.0,medium,"[260.0, 441.0, 34.0, 45.0]",0.2692188620567322,0.708025717011653,0,0.2692188620567322,0.708025717011653
699,Japan_011637.jpg,1465,0,2135.0,medium,"[172.0, 538.0, 35.0, 61.0]",0.2691552937030792,0.6685282748254954,0,0.2691552937030792,0.6685282748254954
589,Japan_010025.jpg,1249,0,6072.0,medium,"[245.0, 413.0, 46.0, 132.0]",0.26757368445396423,0.7412651009692579,0,0.26757368445396423,0.7412651009692579
452,Japan_007271.jpg,943,2,3358.0,medium,"[179.0, 59.0, 73.0, 46.0]",0.2675071656703949,0.6665334581974706,2,0.2675071656703949,0.6665334581974706
458,Japan_007341.jpg,962,1,1140.0,medium,"[298.0, 576.0, 57.0, 20.0]",0.267423540353775,0.5663791880895208,0,0.30330225825309753,0.5663791880895208
607,Japan_010341.jpg,1278,1,5376.0,medium,"[25.0, 389.0, 224.0, 24.0]",0.2668761909008026,0.7113123841057,1,0.2668761909008026,0.7113123841057
452,Japan_007271.jpg,949,0,9384.0,large,"[163.0, 330.0, 68.0, 138.0]",0.26683637499809265,0.8629975199213998,0,0.26683637499809265,0.8629975199213998
127,Japan_002329.jpg,265,1,1995.0,medium,"[312.0, 516.0, 105.0, 19.0]",0.26634079217910767,0.6609787811954903,1,0.26634079217910767,0.6609787811954903
530,Japan_008718.jpg,1127,1,1104.0,medium,"[161.0, 281.0, 69.0, 16.0]",0.266093909740448,0.6902757267888927,1,0.266093909740448,0.6902757267888927
117,Japan_002153.jpg,240,3,1767.0,medium,"[353.0, 506.0, 57.0, 31.0]",0.26596078276634216,0.5547290340341806,3,0.26596078276634216,0.5547290340341806
